,CD8,CD8_training,CD8_test,CD8_binary_training,CD8_binary_test,MCH
A052842597,NA,NA,NA,NA,NA,-1.22417537656939
A052844109,-1.41612951273572,NA,-1.41612951273572,NA,0,-0.898371844501957
A052845545,0.531553235717215,0.531553235717215,NA,1,NA,NA
A052845832,0.120287609350098,NA,0.120287609350098,NA,1,NA
A052846805,1.9333630530737,1.9333630530737,NA,1,NA,-0.0897561274181933
A052848257,NA,NA,NA,NA,NA,-1.47626257170829
A052849122,-1.44582265406998,NA,-1.44582265406998,NA,0,-0.0103122611144176
A052849123,NA,NA,NA,NA,NA,-0.437991555286526
A052851552,-1.49290906127802,NA,-1.49290906127802,NA,0,-1.30535453577907
A052852067,NA,NA,NA,NA,NA,-0.804884946550034
A052852070,NA,NA,NA,NA,NA,0.184275327394315
A052853802,-1.23258537410135,NA,-1.23258537410135,NA,0,0.140867416177506
A052854269,0.471072934115991,0.471072934115991,NA,1,NA,-0.722067197363092
A052856103,NA,NA,NA,NA,NA,-0.757527031870194
A052857123,0.0204455556730083,0.0204455556730083,NA,1,NA,0.984878929578496
A052857857,1.68025454225912,1.68025454225912,NA,1,NA,0.655687339585528
A052858890,-0.232290929833149,NA,-0.232290929833149,NA,0,0.995238557211771
A052861821,1.3041026615407,NA,1.3041026615407,NA,1,-0.128060284193059
A052862319,0.785919083604926,NA,0.785919083604926,NA,1,-0.886558852052157
A052863022,-0.152587726789995,-0.152587726789995,NA,0,NA,NA
A052870852,-1.40173997815377,NA,-1.40173997815377,NA,0,0.877196812994123
A052873779,0.174207835753579,0.174207835753579,NA,1,NA,0.693533701733693
A052877118,1.57350108674623,1.57350108674623,NA,1,NA,-0.224778106519602
A052888127,-0.0453481769798424,-0.0453481769798424,NA,0,NA,1.0597892107909
A052888590,NA,NA,NA,NA,NA,-0.431017431006621
A052888591,NA,NA,NA,NA,NA,0.791793637774202
A052892316,-1.60492351299104,NA,-1.60492351299104,NA,0,0.43624603929284
A052892872,-1.61794821218382,NA,-1.61794821218382,NA,0,0.216650133441854
A052893788,-0.250594467485686,-0.250594467485686,NA,0,NA,-0.80927943873248
A053002052,-1.38299412710064,-1.38299412710064,NA,0,NA,NA
A053013093,0.99474941154981,0.99474941154981,NA,1,NA,2.00524642811437
A053023380,NA,NA,NA,NA,NA,-1.04324369074486
A053024601,NA,NA,NA,NA,NA,-1.14728022841862
A053026587,-0.165190139428258,NA,-0.165190139428258,NA,0,-0.297014163113312
A053026818,3.07180880750027,3.07180880750027,NA,1,NA,2.0820076370353
A053027117,-1.17039021492803,NA,-1.17039021492803,NA,0,0.278824193371136
A053028102,NA,NA,NA,NA,NA,-0.655687339585528
A053029369,-0.687941912287913,-0.687941912287913,NA,0,NA,0.177824558931319
A053029791,NA,NA,NA,NA,NA,0.144072730464462
A053030292,0.183239721041273,0.183239721041273,NA,1,NA,0.82478498811549
A053031772,NA,NA,NA,NA,NA,1.4132067694356
A053035844,-0.717525925617183,-0.717525925617183,NA,0,NA,-0.150487836105477
A053037776,-0.172403186306977,-0.172403186306977,NA,0,NA,1.23430678767483
A053037880,-1.88919840617462,NA,-1.88919840617462,NA,0,-0.282124430108895
A053042270,-1.08000075499834,NA,-1.08000075499834,NA,0,-1.97090994659981
A053044603,-0.25610165974102,-0.25610165974102,NA,0,NA,-1.38782653253113
A053048603,-0.0257802383613623,-0.0257802383613623,NA,0,NA,NA
A053052635,-1.36022458395678,NA,-1.36022458395678,NA,0,0.401605089638642
A053053012,-0.199535378560393,NA,-0.199535378560393,NA,0,-1.00307891971909
A053053096,2.47095765698111,2.47095765698111,NA,1,NA,-0.518039973510102
A053054340,1.99448304756107,1.99448304756107,NA,1,NA,0.153697696324964
A053054528,1.58588253903054,1.58588253903054,NA,1,NA,0.732400668912813
A053057796,1.3124697025675,NA,1.3124697025675,NA,1,NA
A053058379,0.733718095770023,0.733718095770023,NA,1,NA,0.375939296607358
A053059356,0.459187827801991,0.459187827801991,NA,1,NA,-1.02161738672937
A053063281,0.577162351370732,NA,0.577162351370732,NA,1,0.229661993391221
A053063855,0.341636967239592,0.341636967239592,NA,1,NA,0.405046898650823
A053066863,NA,NA,NA,NA,NA,0.00079323687895668
A053068315,1.07365190803697,1.07365190803697,NA,1,NA,-1.42187241964919
A053068775,-1.87871302809523,NA,-1.87871302809523,NA,0,0.683479661779167
A053070383,-0.853076249568912,-0.853076249568912,NA,0,NA,NA
A053073028,-1.5319615840469,NA,-1.5319615840469,NA,0,1.08802906083899
A053074016,NA,NA,NA,NA,NA,-1.92846375496468
A053075376,-0.99474941154981,NA,-0.99474941154981,NA,0,-0.1120806072903
A053075572,0.938033975091065,NA,0.938033975091065,NA,1,-0.961947554055404
A053075810,0.585582623357244,0.585582623357244,NA,1,NA,1.71301999712636
A053076035,-0.694714813726877,-0.694714813726877,NA,0,NA,1.52517606086029
A053077810,-0.0738437032392801,-0.0738437032392801,NA,0,NA,0.622604727499141
A053078842,NA,NA,NA,NA,NA,-0.774546645705498
A053081284,1.01835213952652,1.01835213952652,NA,1,NA,0.99004546167115
A053083044,0.391071101336023,0.391071101336023,NA,1,NA,0.247617486483046
A053083824,NA,NA,NA,NA,NA,-0.736555992928396
A053084062,-0.410334914137595,-0.410334914137595,NA,0,NA,-0.613004419141951
A053085267,0.364341736974284,0.364341736974284,NA,1,NA,0.609180108884697
A053086377,NA,NA,NA,NA,NA,-0.687492934124777
A053096770,NA,NA,NA,NA,NA,-0.391307953973652
A053098266,-0.179625214273051,NA,-0.179625214273051,NA,0,1.63571745709732
A053101275,-0.0328943163402436,-0.0328943163402436,NA,0,NA,NA
A053102110,0.507139790486132,0.507139790486132,NA,1,NA,0.872544519049278
A053104274,0.951925528225596,0.951925528225596,NA,1,NA,-0.379346760915729
A053104836,-0.773870980351742,NA,-0.773870980351742,NA,0,-0.145675940798189
A053109294,-1.01239857855299,NA,-1.01239857855299,NA,0,0.310304888639526
A053111539,0.932527793790493,0.932527793790493,NA,1,NA,0.102506781459228
A053112576,-0.871121266860682,-0.871121266860682,NA,0,NA,1.1053976034336
A053113372,-0.0151114547821216,-0.0151114547821216,NA,0,NA,-0.362352530696985
A053115580,0.606818105522709,0.606818105522709,NA,1,NA,0.56954352519599
A053117273,1.1990809931487,NA,1.1990809931487,NA,1,-0.27058678509019
A053118815,NA,NA,NA,NA,NA,1.86160897109866
A053119096,NA,NA,NA,NA,NA,-0.550982647964458
A053121340,-0.776271575458108,NA,-0.776271575458108,NA,0,0.907913261263498
A053121348,NA,NA,NA,NA,NA,-0.856407980592992
A053121776,NA,NA,NA,NA,NA,-0.300331837544669
A053121786,-0.0400100595147032,-0.0400100595147032,NA,0,NA,0.126460911603348
A053123328,1.83871275192706,1.83871275192706,NA,1,NA,-0.0563496192675113
A053126610,1.39230589477715,1.39230589477715,NA,1,NA,-1.40891345836101
A053259595,-1.17747218729406,NA,-1.17747218729406,NA,0,-0.643930884910786
A053268028,-0.740716672365201,-0.740716672365201,NA,0,NA,-2.95128409899081
A053273558,-1.61140169251763,-1.61140169251763,NA,0,NA,1.38368249395789
A053274515,0.960349325934712,0.960349325934712,NA,1,NA,-0.136062146494553
A053278519,0.322850440625877,0.322850440625877,NA,1,NA,-1.11126175539541
A053278526,NA,NA,NA,NA,NA,-1.26196320902535
A053278534,1.06108234119325,1.06108234119325,NA,1,NA,1.0377915995027
A053279798,-1.74170382029578,NA,-1.74170382029578,NA,0,0.768138235334211
A053306061,NA,NA,NA,NA,NA,-0.607271293115775
A053309610,1.56135625900913,1.56135625900913,NA,1,NA,-0.783141022402577
A053310123,0.847971396361994,0.847971396361994,NA,1,NA,-0.738638429405728
A053310771,1.36924729797735,NA,1.36924729797735,NA,1,-0.429277183858918
A053311315,0.00977778382030509,NA,0.0097777838203051,NA,1,NA
A053314371,-0.400684420879579,-0.400684420879579,NA,0,NA,-0.210158070280087
A053315089,0.152587726789995,NA,0.152587726789995,NA,1,-1.77853239872942
A053324619,1.20640965666221,1.20640965666221,NA,1,NA,-0.223151340690894
A053325844,-1.91081492668973,NA,-1.91081492668973,NA,0,0.675485928337739
A053327638,0.199535378560393,0.199535378560393,NA,1,NA,NA
A053328342,-0.562524280785549,NA,-0.562524280785549,NA,0,-0.711810259930762
A053328630,0.0435686684200639,0.0435686684200639,NA,1,NA,-2.17344507494019
A053329319,0.910779914453078,0.910779914453078,NA,1,NA,1.54058540818633
A053334598,-0.692453652533774,NA,-0.692453652533774,NA,0,-1.6178440870088
A053334608,0.176013052732116,0.176013052732116,NA,1,NA,-0.448492956491174
A053344037,-0.533601859774569,-0.533601859774569,NA,0,NA,1.43953147093846
A053345270,NA,NA,NA,NA,NA,0.113677220458148
A053345354,-0.10955038917491,-0.10955038917491,NA,0,NA,NA
A053347109,NA,NA,NA,NA,NA,0.1120806072903
A053347368,NA,NA,NA,NA,NA,1.81027491859786
A053348357,-0.916176234814077,NA,-0.916176234814077,NA,0,-0.82701625530518
A053349036,-0.566694165088069,-0.566694165088069,NA,0,NA,2.38479571772539
A053349313,NA,NA,NA,NA,NA,0.33034507146052
A053350345,0.311633398605685,NA,0.311633398605685,NA,1,-0.174601964230481
A053350557,-1.12572086800027,NA,-1.12572086800027,NA,0,1.11420821162983
A053357326,0.192286579189756,NA,0.192286579189756,NA,1,-0.508989628885773
A053357344,-1.66584304122958,NA,-1.66584304122958,NA,0,0.219899575287337
A053363022,NA,NA,NA,NA,NA,-1.39199454236033
A053363287,-0.938033975091064,NA,-0.938033975091064,NA,0,-0.82925164745744
A053364292,-0.568782803644493,NA,-0.568782803644493,NA,0,1.15034938037601
A053366615,-0.674489750196082,-0.674489750196082,NA,0,NA,0.884211079556075
A053368562,1.68759311548673,1.68759311548673,NA,1,NA,-2.55041441884494
A053370831,-0.343522158609008,-0.343522158609008,NA,0,NA,0.518039973510102
A053372091,-0.48302495940658,NA,-0.48302495940658,NA,0,1.99353832121546
A053373276,-0.76431281387028,-0.76431281387028,NA,0,NA,-0.616837715907041
A053374870,NA,NA,NA,NA,NA,-0.653721670335562
A053375835,1.47684827767474,NA,1.47684827767474,NA,1,0.742812945585465
A053376341,NA,NA,NA,NA,NA,-0.123263132468727
A053377861,-0.591925153615746,-0.591925153615746,NA,0,NA,2.02952285725974
A053380881,0.0222237110889073,0.0222237110889073,NA,1,NA,1.81850265186233
A053381362,-1.50383400338454,NA,-1.50383400338454,NA,0,-0.519855121615281
A053382037,-0.347296214608781,NA,-0.347296214608781,NA,0,-1.62970170449788
A053512777,2.00764667364725,NA,2.00764667364725,NA,1,-1.8706586832031
A053515788,NA,NA,NA,NA,NA,-0.487436027957183
A053517124,NA,NA,NA,NA,NA,0.84275212446509
A053521596,-0.884186129457603,NA,-0.884186129457603,NA,0,0.108888233771953
A053523614,-0.491031377211663,-0.491031377211663,NA,0,NA,NA
A053524010,-0.766695783235117,NA,-0.766695783235117,NA,0,1.25495892613936
A053537328,NA,NA,NA,NA,NA,-1.5002706696797
A053538123,NA,NA,NA,NA,NA,-0.384466242575699
A053542615,NA,NA,NA,NA,NA,-0.215026272102688
A053543610,NA,NA,NA,NA,NA,-0.683479661779167
A053544524,-0.479033363822227,-0.479033363822227,NA,0,NA,0.851838386831379
A053546593,0.817793382557362,0.817793382557362,NA,1,NA,NA
A053547773,-0.778676652466305,-0.778676652466305,NA,0,NA,-0.620680098107154
A053548812,-0.754823969347763,-0.754823969347763,NA,0,NA,-1.10832491523945
A053550328,1.61794821218382,1.61794821218382,NA,1,NA,-0.434501851454683
A053557530,-1.57350108674623,NA,-1.57350108674623,NA,0,-1.0597892107909
A053558768,0.0898973408068365,0.0898973408068365,NA,1,NA,0.245981953325057
A053559068,-0.812836061919408,NA,-0.812836061919408,NA,0,1.47626257170828
A053560346,-0.747751718907905,-0.747751718907905,NA,0,NA,-0.5770228042602
A053561870,2.43495560174085,NA,2.43495560174085,NA,1,0.176213032831643
A053562842,0.000888875391741757,0.000888875391741757,NA,1,NA,-0.140867416177506
A053563030,-0.0934678184619544,-0.0934678184619544,NA,0,NA,NA
A053563588,0.76431281387028,NA,0.76431281387028,NA,1,-0.219899575287337
A053564374,-0.131038715568066,-0.131038715568066,NA,0,NA,-0.982305497321862
A053564582,-0.793202975056982,NA,-0.793202975056982,NA,0,0.460807516051571
A053565037,NA,NA,NA,NA,NA,0.320308899809798
A053568862,-0.624005286173477,-0.624005286173477,NA,0,NA,-0.91031155229098
A053573885,-1.67300535863742,NA,-1.67300535863742,NA,0,1.03237018366851
A053575633,1.24022112453494,1.24022112453494,NA,1,NA,-0.543611476306682
A053576623,1.11242037822303,1.11242037822303,NA,1,NA,NA
A053577791,0.427803310884105,NA,0.427803310884105,NA,1,-0.287080565124374
A053579560,NA,NA,NA,NA,NA,0.523490570331652
A053581777,1.74170382029578,NA,1.74170382029578,NA,1,-0.560238960447586
A053582632,2.18242726121692,2.18242726121692,NA,1,NA,0.239446349105545
A053583098,-0.719827508387606,-0.719827508387606,NA,0,NA,NA
A053583638,-0.276362698731436,-0.276362698731436,NA,0,NA,-0.822557819625146
A053589026,1.25963401645836,1.25963401645836,NA,1,NA,0.560238960447586
A053592775,NA,NA,NA,NA,NA,-2.19059638954796
A053593532,0.529506840090555,0.529506840090555,NA,1,NA,0.780987024016542
A053594023,-1.4308183956064,-1.4308183956064,NA,0,NA,0.891269121427521
A053596619,0.416143549201768,0.416143549201768,NA,1,NA,0.365742858603068
A053597769,NA,NA,NA,NA,NA,-0.342096221365457
A053603357,-0.918884422957026,-0.918884422957026,NA,0,NA,-1.09667197836339
A053606015,0.313500146743758,0.313500146743758,NA,1,NA,0.63420144129315
A053607343,1.59216552289917,1.59216552289917,NA,1,NA,1.45765120186697
A053607576,-0.79564030167399,-0.79564030167399,NA,0,NA,-0.229661993391221
A053607586,NA,NA,NA,NA,NA,0.618757765096517
A053608073,0.97454252753557,0.97454252753557,NA,1,NA,-0.751201087944048
A053610544,-1.13922354134173,-1.13922354134173,NA,0,NA,-0.134461093324597
A053610614,0.884186129457603,NA,0.884186129457603,NA,1,-0.169771459070981
A053611080,2.06411206605729,2.06411206605729,NA,1,NA,-0.0023797126333709
A053611854,-0.439521526134516,-0.439521526134516,NA,0,NA,1.46225667513693
A053611862,-0.621846885751685,NA,-0.621846885751685,NA,0,0.260726021752362
A053612768,0.0417892978164539,0.0417892978164539,NA,1,NA,1.44853188829886
A053613021,1.08000075499834,1.08000075499834,NA,1,NA,-3.10563112110206
A053614004,-0.892097965064453,-0.892097965064453,NA,0,NA,-0.0611172607149499
A053614010,-0.221346437026021,NA,-0.221346437026021,NA,0,-0.94693699308361
A053615533,1.45600921972117,NA,1.45600921972117,NA,1,NA
A053615847,-0.298596119089307,-0.298596119089307,NA,0,NA,-0.954415392676299
A053616020,-0.830275602754011,-0.830275602754011,NA,0,NA,NA
A053616035,-0.104186588850876,-0.104186588850876,NA,0,NA,-1.77087026243598
A053616606,0.226815287358628,0.226815287358628,NA,1,NA,3.10563112110206
A053617622,1.32948520643467,1.32948520643467,NA,1,NA,1.95996398454005
A053617890,NA,NA,NA,NA,NA,-2.09607036571027
A053619006,0.0952535013770688,NA,0.0952535013770688,NA,1,3.41710381689137
A053619368,1.4065041670782,1.4065041670782,NA,1,NA,1.4668933740032
A053620586,0.641378811718085,0.641378811718085,NA,1,NA,NA
A053622311,-0.46710391695794,-0.46710391695794,NA,0,NA,-0.301991912953146
A053622625,NA,NA,NA,NA,NA,-1.67311937804204
A053622854,1.74986365224811,NA,1.74986365224811,NA,1,-0.0515832583330051
A053624045,NA,NA,NA,NA,NA,-1.40464596116271
A053625123,1.63125331642894,1.63125331642894,NA,1,NA,0.292043761870638
A053625512,NA,NA,NA,NA,NA,-0.691517310163646
A053625622,0.296737838259898,0.296737838259898,NA,1,NA,0.369137395707825
A053625627,0.913474749551582,NA,0.913474749551582,NA,1,-0.545451486391518
A053625841,-0.469087501838563,NA,-0.469087501838563,NA,0,0.205294844014772
A053627520,1.65876517401516,1.65876517401516,NA,1,NA,0.272232780684852
A053627600,NA,NA,NA,NA,NA,1.54580404960921
A053627847,-0.270826050860912,NA,-0.270826050860912,NA,0,-1.1053976034336
A053627872,NA,NA,NA,NA,NA,-2.4432174823038
A053628118,0.0257802383613623,0.0257802383613623,NA,1,NA,NA
A053628616,0.35107522383237,NA,0.35107522383237,NA,1,0.578897662027775
A053629514,NA,NA,NA,NA,NA,0.525310889492886
A053774578,0.38915279510591,0.38915279510591,NA,1,NA,-0.408493512582062
A053776778,-1.20273725013118,NA,-1.20273725013118,NA,0,2.19059638954796
A053777555,-0.932527793790493,-0.932527793790493,NA,0,NA,0.00396619437732289
A053781297,-0.349185095884917,-0.349185095884917,NA,0,NA,NA
A053785895,0.465122168249232,0.465122168249232,NA,1,NA,-0.0627067779432138
A053786092,-2.22262444064589,NA,-2.22262444064589,NA,0,0.736555992928396
A053790005,-0.41808287555899,-0.41808287555899,NA,0,NA,0.83149119106395
A053791356,0.215884198840473,0.215884198840473,NA,1,NA,-1.2377122243636
A053796333,0.0542479872435573,NA,0.0542479872435573,NA,1,-0.132860384754379
A053798358,NA,NA,NA,NA,NA,-0.97717805028168
A053802801,NA,NA,NA,NA,NA,NA
A053804113,-1.13244639586535,NA,-1.13244639586535,NA,0,1.00570611238003
A053811085,0.300455431606492,0.300455431606492,NA,1,NA,-0.171381181776452
A053812366,NA,NA,NA,NA,NA,-2.0820076370353
A053819563,-1.06420897408798,NA,-1.06420897408798,NA,0,-1.54058540818633
A054084284,-0.0489076306005806,-0.0489076306005806,NA,0,NA,-0.102506781459228
A054090550,-0.66558912578251,NA,-0.66558912578251,NA,0,0.489223400596755
A054091270,NA,NA,NA,NA,NA,-0.995238557211771
A062882537,-0.339752989249321,-0.339752989249321,NA,0,NA,NA
A062882785,NA,NA,NA,NA,NA,-1.46225667513693
A062882891,-0.724442157312135,-0.724442157312135,NA,0,NA,0.740724073958072
A062884359,NA,NA,NA,NA,NA,-1.64792974560074
A062893089,-2.40185760422012,-2.40185760422012,NA,0,NA,-0.964470429969264
A063001812,-0.745402606259482,NA,-0.745402606259482,NA,0,-0.75541502636047
A063003538,-0.876329257949515,NA,-0.876329257949515,NA,0,-1.52011922882851
A063004568,NA,NA,NA,NA,NA,NA
A063004820,-0.0542479872435573,-0.0542479872435573,NA,0,NA,-0.100912080559119
A063004831,-1.08319156205888,-1.08319156205888,NA,0,NA,NA
A063006041,-0.703795263721518,NA,-0.703795263721518,NA,0,NA
A063007024,-0.122078461601287,NA,-0.122078461601287,NA,0,-0.65175852373291
A063007072,NA,NA,NA,NA,NA,-1.52517606086029
A063009019,2.55436072924668,2.55436072924668,NA,1,NA,0.0674762965212646
A063009106,0.148991571516735,NA,0.148991571516735,NA,1,0.856407980592992
A063009115,0.699247831676569,NA,0.699247831676569,NA,1,-0.184275327394315
A063010041,0.873722300137694,NA,0.873722300137694,NA,1,-1.04598139947964
A063011268,-0.0222237110889073,NA,-0.0222237110889073,NA,0,-0.202055395632076
A063012272,0.515243351709514,NA,0.515243351709514,NA,1,1.2377122243636
A063014029,NA,NA,NA,NA,NA,1.06536926234962
A063014272,-0.161586859806397,NA,-0.161586859806397,NA,0,-0.321979328946559
A063119082,0.632668178093527,NA,0.632668178093527,NA,1,NA
A063119632,-1.08960648586103,NA,-1.08960648586103,NA,0,-0.241079280663009
A063120277,0.287461645957742,NA,0.287461645957742,NA,1,-1.37139079774701
A063120574,0.469087501838563,NA,0.469087501838563,NA,1,-0.306977156859914
A063124801,0.362442644928216,NA,0.362442644928216,NA,1,-1.07663005941132
A063126608,-0.0560284424612161,NA,-0.0560284424612161,NA,0,NA
A063127584,-0.902734791643865,-0.902734791643865,NA,0,NA,NA
A063259066,NA,NA,NA,NA,NA,0.565815825402797
A063259583,0.0275586214774482,0.0275586214774482,NA,1,NA,1.79417770108109
A063259874,NA,NA,NA,NA,NA,-1.84395380031638
A063260315,-1.81976810888908,NA,-1.81976810888908,NA,0,0.51441478379688
A063261299,0.166992580920476,NA,0.166992580920476,NA,1,0.0293539764033157
A063261563,-1.01835213952652,NA,-1.01835213952652,NA,0,-1.43953147093846
A063263078,NA,NA,NA,NA,NA,-0.874868299081562
A063263382,1.0213424974599,1.0213424974599,NA,1,NA,-0.924812800283672
A063264860,0.871121266860682,0.871121266860682,NA,1,NA,-0.0341157988895222
A063265108,-1.45600921972117,-1.45600921972117,NA,0,NA,0.353894803561948
A063265806,-0.259777430861677,NA,-0.259777430861677,NA,0,-0.221525165188644
A063265847,-0.459187827801991,-0.459187827801991,NA,0,NA,NA
A063266615,-0.235945221119582,-0.235945221119582,NA,0,NA,-0.732400668912813
A063266797,0.73604694695623,NA,0.73604694695623,NA,1,0.72412769748262
A063267036,NA,NA,NA,NA,NA,-0.0849785029846978
A063267846,0.918884422957026,0.918884422957026,NA,1,NA,1.67311937804204
A063268335,-0.515243351709514,-0.515243351709514,NA,0,NA,1.30164439910244
A063268860,-1.06734604527975,-1.06734604527975,NA,0,NA,0.82701625530518
A063269056,-1.10584335435764,NA,-1.10584335435764,NA,0,0.663575526598792
A063269306,-1.56739977473323,NA,-1.56739977473323,NA,0,0.265653174565776
A063270100,0.715228137524002,NA,0.715228137524002,NA,1,NA
A063271372,0.385320466407568,0.385320466407568,NA,1,NA,-0.903132275364985
A063272043,-0.525420680633878,NA,-0.525420680633878,NA,0,0.636142503780729
A063272099,-1.30827473345109,NA,-1.30827473345109,NA,0,-0.541773304855647
A063310029,0.250594467485686,0.250594467485686,NA,1,NA,NA
A063311623,-0.0774093883891954,-0.0774093883891954,NA,0,NA,-0.647839742509282
A063312102,NA,NA,NA,NA,NA,-0.203674852652108
A063312867,1.03036887278335,1.03036887278335,NA,1,NA,0.0341157988895221
A063336815,1.23639423837175,1.23639423837175,NA,1,NA,0.770270855993826
A063338541,-1.34689458929056,-1.34689458929056,NA,0,NA,-1.9387511618078
A063338625,-0.423910336286654,NA,-0.423910336286654,NA,0,0.459044052765109
A063339889,0.334108253324303,NA,0.334108253324303,NA,1,-0.979738554046705
A063341535,0.441480399524202,0.441480399524202,NA,1,NA,-0.0547606953927162
A063341852,-2.55436072924668,-2.55436072924668,NA,0,NA,NA
A063342341,1.48751277152121,1.48751277152121,NA,1,NA,NA
A063342593,NA,NA,NA,NA,NA,NA
A063344541,0.018667464900318,NA,0.018667464900318,NA,1,-0.35558430565484
A063345052,NA,NA,NA,NA,NA,0.285427742494795
A063345573,-0.757189783296866,NA,-0.757189783296866,NA,0,-0.367439597909701
A063345585,-0.302315783392537,NA,-0.302315783392537,NA,0,-0.168162176158634
A063345605,-0.245094865135747,NA,-0.245094865135747,NA,0,NA
A063345789,0.594044620289919,0.594044620289919,NA,1,NA,NA
A063346080,2.3711986964251,NA,2.3711986964251,NA,1,-1.01362967198767
A063347541,-0.21770422127032,-0.21770422127032,NA,0,NA,NA
A063347594,0.0346730819208088,NA,0.0346730819208088,NA,1,0.185889207872392
A063349069,1.15987601143861,1.15987601143861,NA,1,NA,0.0230058963095122
A063350017,0.980275075214666,0.980275075214666,NA,1,NA,-1.4668933740032
A063350277,NA,NA,NA,NA,NA,NA
A063350378,-0.769083114291206,NA,-0.769083114291206,NA,0,NA
A063350516,0.235945221119582,NA,0.235945221119582,NA,1,-0.740724073958072
A063353878,-1.5435596951959,-1.5435596951959,NA,0,NA,NA
A063354863,NA,NA,NA,NA,NA,-0.278824193371136
A063355515,1.32092964898113,NA,1.32092964898113,NA,1,-1.76331070220233
A063355573,-1.68025454225912,-1.68025454225912,NA,0,NA,NA
A063356301,-1.59216552289917,NA,-1.59216552289917,NA,0,-1.51012058331835
A063357294,1.7101721581167,1.7101721581167,NA,1,NA,-1.44853188829886
A063357298,0.00799996280355042,NA,0.00799996280355042,NA,1,-1.03237018366851
A063357846,NA,NA,NA,NA,NA,NA
A063359003,-2.51047934318967,NA,-2.51047934318967,NA,0,0.539936962168979
A063360058,-1.03036887278335,-1.03036887278335,NA,0,NA,0.16655332863372
A063360567,0.398758820805974,0.398758820805974,NA,1,NA,NA
A063360630,-0.192286579189756,NA,-0.192286579189756,NA,0,-0.0134854342535565
A063361558,-0.656740920725454,-0.656740920725454,NA,0,NA,NA
A063361614,NA,NA,NA,NA,NA,-1.00045863226925
A063362018,1.26357397723687,NA,1.26357397723687,NA,1,-0.315302949752284
A063362599,-2.12804523418498,NA,-2.12804523418498,NA,0,0.249253682278876
A063362614,0.832787582799331,NA,0.832787582799331,NA,1,0.147279525648074
A063365378,0.523380890256494,NA,0.523380890256494,NA,1,-0.838234999011334
A063367095,0.25426507406758,0.25426507406758,NA,1,NA,NA
A063367282,-0.113127998332008,NA,-0.113127998332008,NA,0,NA
A063368083,NA,NA,NA,NA,NA,-0.254166294769841
A063368573,NA,NA,NA,NA,NA,-0.563954923010153
A063368577,-0.788342398328849,-0.788342398328849,NA,0,NA,NA
A063369287,0.562524280785549,NA,0.562524280785549,NA,1,0.607271293115775
A063369379,-1.14605341901732,NA,-1.14605341901732,NA,0,-0.0245928194279053
A063369578,0.647943836472219,0.647943836472219,NA,1,NA,0.0865708235662373
A063369834,NA,NA,NA,NA,NA,-1.1784742428202
A063370794,2.29061284080028,NA,2.29061284080028,NA,1,0.0770200497660374
A063371075,1.26753365109991,1.26753365109991,NA,1,NA,NA
A063371349,0.943568743670748,0.943568743670748,NA,1,NA,0.987458900836196
A063371614,0.463142244547521,NA,0.463142244547521,NA,1,0.605364687427359
A063372587,-1.29582593431141,NA,-1.29582593431141,NA,0,-1.81850265186233
A063373769,-0.127453391709015,NA,-0.127453391709015,NA,0,-0.912715090714039
A063373814,0.163388234445691,NA,0.163388234445691,NA,1,0.603460279792775
A063374271,-1.0960665646036,NA,-1.0960665646036,NA,0,0.00713919180658577
A063374804,-0.0863280088268743,NA,-0.0863280088268743,NA,0,0.049994737082779
A063375363,-0.643564069329593,-0.643564069329593,NA,0,NA,0.886558852052157
A063375825,-0.95753384431562,NA,-0.95753384431562,NA,0,NA
A063375850,NA,NA,NA,NA,NA,-1.57803764369607
A063376082,-1.12907724802501,NA,-1.12907724802501,NA,0,-0.854120954328255
A063377119,0.276362698731436,0.276362698731436,NA,1,NA,1.01098143284505
A063377257,-0.228639737903351,NA,-0.228639737903351,NA,0,0.181049001424676
A063378534,-0.670032802873064,NA,-0.670032802873064,NA,0,-1.75585058706545
A063379048,-0.583473683188089,NA,-0.583473683188089,NA,0,1.06257510089642
A063379267,0.206794677862896,NA,0.206794677862896,NA,1,0.1955828191916
A063379275,0.259777430861677,NA,0.259777430861677,NA,1,0.778836643102635
A063379804,-0.710643847232299,-0.710643847232299,NA,0,NA,0.213402977574278
A063380380,0.056028442461216,NA,0.056028442461216,NA,1,-0.0690664718534777
A063380592,-0.38915279510591,-0.38915279510591,NA,0,NA,NA
A063381020,1.29582593431141,1.29582593431141,NA,1,NA,-0.357274823344618
A063381303,0.356753171959581,NA,0.356753171959581,NA,1,-1.29427739911364
A063382002,0.552142006525069,NA,0.552142006525069,NA,1,-1.94924793664026
A063382285,0.147194219080625,0.147194219080625,NA,1,NA,NA
A063382564,-0.639196612632799,NA,-0.639196612632799,NA,0,-0.0945358014883578
A063383006,-0.507139790486132,NA,-0.507139790486132,NA,0,-0.452004385955269
A063383025,-1.99448304756107,NA,-1.99448304756107,NA,0,0.370836258218981
A063383513,0.179625214273051,0.179625214273051,NA,1,NA,-0.283775699236056
A063383622,-0.18143217136324,-0.18143217136324,NA,0,NA,1.00834026497216
A063383811,0.966003253161227,0.966003253161227,NA,1,NA,NA
A063512847,-0.505119113763492,NA,-0.505119113763492,NA,0,-1.82685536421591
A063514006,NA,NA,NA,NA,NA,-1.56171802587562
A063514274,0.842888545820421,NA,0.842888545820421,NA,1,0.223151340690894
